PreguntaOn,PreguntaOff,Colors,RepeticionOn.thisRepN,RepeticionOn.thisTrialN,RepeticionOn.thisN,RepeticionOn.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials_4.thisRepN,trials_4.thisTrialN,trials_4.thisN,trials_4.thisIndex,trials_5.thisRepN,trials_5.thisTrialN,trials_5.thisN,trials_5.thisIndex,trials_6.thisRepN,trials_6.thisTrialN,trials_6.thisN,trials_6.thisIndex,trials_7.thisRepN,trials_7.thisTrialN,trials_7.thisN,trials_7.thisIndex,trials_8.thisRepN,trials_8.thisTrialN,trials_8.thisN,trials_8.thisIndex,trials_9.thisRepN,trials_9.thisTrialN,trials_9.thisN,trials_9.thisIndex,thisRow.t,notes,introducción_3.started,introducción.started,mouse.started,introducción_3.stopped,mouse.x,mouse.y,mouse.leftButton,mouse.midButton,mouse.rightButton,mouse.time,On.started,CondicionOn.started,On.stopped,Off.started,CondicionOff.started,Off.stopped,On1.started,text.started,On1.stopped,On2.started,text_2.started,On2.stopped,On3.started,text_3.started,On3.stopped,On4.started,text_4.started,On4.stopped,On5.started,text_5.started,On5.stopped,On6.started,text_6.started,On6.stopped,On7.started,text_7.started,On7.stopped,On8.started,text_8.started,On8.stopped,On9.started,text_9.started,On9.stopped,FInalizacion.started,FinPrueba.started,mouse_2.started,FInalizacion.stopped,mouse_2.x,mouse_2.y,mouse_2.leftButton,mouse_2.midButton,mouse_2.rightButton,mouse_2.time,participant,session,date,expName,psychopyVersion,frameRate,expStart,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,,,,,352.2731083999988,,,,,,,,,,,,,,,352.2457678999999,352.2731083999988,353.2417012999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,,,,,353.27224430000024,,,,,,,,,,,,,,,353.24198929999875,353.27224430000024,354.24177809999856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,,,,,354.2714256999989,,,,,,,,,,,,,,,354.2420540000003,354.2714256999989,355.24083979999887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,,,,,355.2704537999998,,,,,,,,,,,,,,,355.2411721999997,355.2704537999998,356.2401773999991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,,,,,356.2699441999994,,,,,,,,,,,,,,,356.2404900999991,356.2699441999994,357.2390142999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,,,,,357.26884900000005,,,,,,,,,,,,,,,357.23934929999996,357.26884900000005,358.24027509999905,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,,,,,358.26782959999946,,,,,,,,,,,,,,,358.24077549999856,358.26782959999946,359.2539158999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,21,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,,,,,359.2836575000001,,,,,,,,,,,,,,,359.2542070999989,359.2836575000001,360.2367954000001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,23,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,,,,,360.26626039999974,,,,,,,,,,,,,,,360.23716090000016,360.26626039999974,361.2384939000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,25,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,,,,,361.2656675999988,,,,,,,,,,,,,,,361.2390856000002,361.2656675999988,362.2345532999989,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,27,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,,,,,362.2644537999986,,,,,,,,,,,,,,,362.23483589999887,362.2644537999986,363.25081639999917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,29,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,,,,,363.27974639999957,,,,,,,,,,,,,,,363.25111319999996,363.27974639999957,364.2495741999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,31,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,,,,,364.2790979000001,,,,,,,,,,,,,,,364.24990219999927,364.2790979000001,365.24828569999954,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,33,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,,,,,365.2781825000002,,,,,,,,,,,,,,,365.2485735999999,365.2781825000002,366.2306482999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,35,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,,,,,366.2603137999995,,,,,,,,,,,,,,,366.2310164999999,366.2603137999995,367.2316340999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,37,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,,,,,367.25929579999865,,,,,,,,,,,,,,,367.2318966999992,367.25929579999865,368.24567469999965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,39,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,,,,,368.2753167999999,,,,,,,,,,,,,,,368.2459579999995,368.2753167999999,369.2445932999999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.2446519999994,369.2597287999997,389.2444835999995,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido que realiza desde su cama hasta la cocina de su residencia?,1,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,389.27457779999895,,,,,,,,,,,,,,,389.25638309999886,389.27457779999895,390.2289323999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que hace desde su casa hasta su lugar de trabajo?,3,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,1,1,390.2567089999993,,,,,,,,,,,,,,,390.22927569999956,390.2567089999993,391.24278669999876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda  algún inconveniente que ha  experimentado en el camino de su residencia a su lugar de trabajo?,5,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,2,2,2,391.27271909999945,,,,,,,,,,,,,,,391.2431519999991,391.27271909999945,392.2434655999987,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda si hay algún lugar u objeto en su camino hacia el trabajo que le llame la atención?,7,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,3,3,392.27156829999876,,,,,,,,,,,,,,,392.2437424999989,392.27156829999876,393.2413094000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
" ¿Recuerda el recorrido desde la entrada de su lugar de trabajo hasta su oficina, donde realiza sus funciones?",9,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,4,4,393.2710255999991,,,,,,,,,,,,,,,393.2416065999987,393.2710255999991,394.2563957000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna actividad que realice durante los viajes de regreso a casa desde el trabajo para relajarse?,11,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,5,5,394.2867127999998,,,,,,,,,,,,,,,394.256682199999,394.2867127999998,395.2390462000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el trayecto que realiza desde su casa hasta el lugar donde realiza sus compras?,13,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,6,6,395.26852849999887,,,,,,,,,,,,,,,395.23941079999895,395.26852849999887,396.23850870000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda alguna situación divertida o interesante que haya experimentado durante el recorrido hacia el lugar de compras?,15,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,7,7,7,396.26806699999906,,,,,,,,,,,,,,,396.2388265999998,396.26806699999906,397.23737979999896,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
 ¿Recuerda qué es lo primero que ve al llegar al lugar donde realiza sus compras?,17,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,8,8,8,397.26664639999944,,,,,,,,,,,,,,,397.2376723999987,397.26664639999944,398.25359749999916,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
¿Recuerda el recorrido desde su residencia hasta el centro de resonancia magnética?,19,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,9,9,9,398.2830778999996,,,,,,,,,,,,,,,398.25395359999857,398.2830778999996,399.25240680000024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,21,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,10,10,10,399.28231439999945,,,,,,,,,,,,,,,399.2527076999995,399.28231439999945,400.2342272999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,23,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,11,11,11,400.26463630000035,,,,,,,,,,,,,,,400.23454909999964,400.26463630000035,401.23419789999934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,25,yellow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,12,12,401.2636466999993,,,,,,,,,,,,,,,401.23453789999985,401.2636466999993,402.23361939999995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,27,orange,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,13,13,402.26228509999964,,,,,,,,,,,,,,,402.233951799999,402.26228509999964,403.23294709999936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,29,brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,14,14,14,403.2619376999992,,,,,,,,,,,,,,,403.2332516999995,403.2619376999992,404.2477421000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,31,purple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,15,15,15,404.27774879999924,,,,,,,,,,,,,,,404.2480266999992,404.27774879999924,405.2470307000003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,33,green,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,16,16,16,405.2766649999994,,,,,,,,,,,,,,,405.24736549999943,405.2766649999994,406.2463040999992,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,35,red,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,17,17,17,406.2761148999998,,,,,,,,,,,,,,,406.2465854000002,406.2761148999998,407.2285078999994,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,37,white,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,18,18,18,407.25828639999963,,,,,,,,,,,,,,,407.2288559999997,407.25828639999963,408.2465076999997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
None,39,blue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,19,19,408.2744437000001,,,,,,,,,,,,,,,408.2469394,408.2744437000001,409.24335129999963,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,409.2434087999991,409.28749269999935,0.03786430000036489,411.97663789999933,[0.10069444444444445],[-0.04050925925925926],[1],[0],[0],[2.7102548999991996],057148,001,2024-04-30_18h12.35.535,ArchivoPrueba,2024.1.1,None,2024-04-30 18h12.47.803430 -0500,
